classic_metric,mapped_metric,confidence,score,method,reason,candidate_count,candidates,notes
Voltage of a device connected to health monitoring chip through pin 1.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Voltage of a device connected to health monitoring chip through pin 2.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Voltage of a device connected to health monitoring chip through pin 3.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Voltage of a device connected to health monitoring chip through pin 4.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Voltage of a device connected to health monitoring chip through pin 5.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Voltage of a device connected to health monitoring chip through pin 6.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Voltage of a device connected to health monitoring chip through pin 7.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Whether the channel is currently in doubt. 0 = No. 1 = Yes,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.atq.server.atqestimatedqueuedelay.persec,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.atq.server.atqoutstandingqueuedrequests.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.atq.server.atqrequestlatency.persec,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.atq.server.atqthreadsldap.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.atq.server.atqthreadsother.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.atq.server.atqthreadstotal.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.database.adds.persec.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.database.deletes.persec.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.database.modifies.persec.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.database.recycles.persec.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.dfs.server.replicatedfolders.conflictspaceinuse.bytes.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.dfs.server.replicatedfolders.deletedspaceinuse.bytes.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.dfs.server.replicatedfolders.fileinstalls.retried,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.dfs.server.replicatedfolders.stagingspaceinuse.bytes.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.dfs.server.replicatedfolders.updates.dropped,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.dfs.server.replicationconnections.bytesreceived.persec,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.dfs.server.replicationconnections.bytesreceived.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.dfs.server.replicationconnections.filesreceived.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.dra.server.drasynchrequestsmade.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.dra.server.drasynchrequestssuccessful.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.ldap.server.ldapactivethreads.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.ldap.server.ldapbindtime.binds.persec,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.ldap.server.ldapclientsessions.total,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.ldap.server.ldapsearches.persec,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.ldap.server.ldapsuccessfulbinds.persec,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.ldap.server.ldapudpoperations.persec,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.ldap.server.ldapwrites.persec,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.lsass.esent.database.io.reads.latency.avg.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.lsass.esent.database.io.reads.persec.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.lsass.esent.database.io.writes.latency.avg.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.lsass.esent.database.io.writes.persec.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.lsass.esent.log.io.reads.latency.avg.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.lsass.esent.log.io.reads.persec.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.lsass.esent.log.io.writes.latency.avg.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.lsass.esent.log.io.writes.persec.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.lsass.server.ntlm.binds.persec.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
active-directory.network.login.logons.count,,none,0,unmapped,No current Gen3 candidate found,0,[],
